SMILES,ECFP4,I,II,III,IV,MolWt,HeavyAtomCount,NumRotatableBonds,TPSA,LabuteASA,MolLogP,MolMR,FractionCSP3,NumHDonors,NumHAcceptors,RingCount,QED,BalabanJ,BertzCT,Ipc,FormalCharge,RadicalElectrons,logS
C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO  ,0000000011000000000000100000000000000000000000000000000000010000000000010000000010000000000000000000000000000000000000010000000010000000000000010001000000000000000000000000000000000000000000000010000000000000000000001000001000000000000000000000000000000000000001000000100000000000001000000100000000000100000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000100000000000000000010000100000000000000000000000000000000000000100000000000000000001010000000000000000000010000000000000000100000001000000000000000000000000100000000000100000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000010010000000000010000000000000000000000000000000000000000000000000000000000000000000000010000,0,0,1,0,286.33900000000006,21,4,101.88,121.45834382482487,1.0922999999999998,79.74990000000001,0.5,3,7,4,0.7272302824304794,1.7339568373952159,704.7972989715104,128289.44304880172,0,0,-1.4062599299201162
CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,0000000100010000100100000000000001001000000000000000000000000000100000000000000000000000000000000000001000000000000000010000000000000000101000000000000000000000010100000000000000000010001000000000000000000000000000000000000000000001000000000000010000100000010010000000000000000000000000000000000000000110000000000000000000000000000000000000000000000010000010000000000000000000011000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000100000001010000000100000000000000000000000000000000100000000000000001000000000000000000100000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000111000000000000000000000000000001000000000100000000000000000000100000000010000000000000000000000000000000000000001000000000000000000000000000000000010000001000010000010000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001010000,0,0,0,1,391.5550000000001,29,2,39.19,174.1873721538375,5.9694000000000065,114.85400000000006,0.6153846153846154,0,3,5,0.46045755359402174,1.4089371329614317,871.9543379319293,5686486.191199465,0,0,-5.78250395786192
CCCS(=O)(=O)N[C@H]1C[C@H](C1)N(C)C1=C2C=CNC2=NC=N1,0010000000000000000000000000000001000000000000000001000000000000000010001000000010000001001000000000000000000000000000000000000010000000000100000001000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000001000000000000000001000000000000000000001000000000000000010000010000000000001000000001000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000010110000001000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000001010000010000000000010010000000000001000000000000000000000000001000000000000000000000000000000010000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,0,1,0,0,323.42199999999997,22,6,90.98,129.7457015420096,1.2544999999999997,86.31520000000005,0.5714285714285714,2,5,3,0.8348104206667458,1.6430070806046742,751.433898748421,96322.5468431848,0,0,-1.9116515090293655
C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl  ,0000000000000001000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000001000010000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000010000010001000000000000001010000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000001000000000001000000000010000010000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000010100010000000000000000000000000000000000000000000,0,1,0,0,354.18899999999996,23,6,75.63000000000001,142.33548360230927,3.907300000000002,88.48550000000003,0.125,2,4,2,0.7696621138235623,2.1753707068699124,713.5202167690672,125088.26390495044,0,0,-3.231947770719053
CC(=O)NC1=CC=C(C=C1)O ,0000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000,0,0,1,0,151.165,11,1,49.33,64.66690538413799,1.3505999999999998,42.41050000000002,0.125,2,2,1,0.5950261967780848,2.7362980721056545,253.29949758389105,285.51074052739676,0,0,-0.060698066618418825
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,0000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000001000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000010000001000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000010000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000010000000000000011000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000,0,0,0,1,222.251,13,2,115.04,78.02145102207902,-0.8561000000000003,45.5859,0.25,2,6,1,0.6318586926732331,2.9386914588268507,422.35246826398924,682.1272768088121,0,0,-0.19661316561016157
CC(=O)OC1=CC=CC=C1C(=O)O  ,0000000000010000000000010000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010010000000000000000000000000000000001000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000001000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000001000000,1,0,0,0,180.15899999999996,13,2,63.60000000000001,74.75705264447721,1.3101,44.71030000000002,0.1111111111111111,1,3,1,0.5501217966938848,3.0435273546341013,343.2228677267164,729.6807528797516,0,0,-0.06043694520485179
C1=NC2=C(N1COCCO)N=C(NC2=O)N  ,0000000000000100000000000000000000000000000001000000000000000000000000010000000010000000001000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000001000001000010000000000000000000001000000000000000000000000000000000000000000000000010010100000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000001000000000000000000000011100110000000000000000000100000000000000000000000000001000000000000000000000001000000000000000000000000000000001000000000000000000000001000000000000000001001000000000000000000000000000000000000000000010000000000000000000000000000000000010010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000,0,0,1,0,225.208,16,4,119.05,89.69516162363053,-1.3317999999999997,55.5989,0.375,3,7,2,0.554385971786765,2.3607877514506095,546.0876253223264,5884.2277512654,0,0,-1.3409732867550266
CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4  ,0000000000000000000000000010000101100000000000000000000000000000000000000100000010000000000000000000000000000000000000010000000010000100001100000000000000000100100000000000000000000000000000010000000010100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000010011000000000100000000000010000000001000000000001000000000000000000000000000000000000000010010000010000000000001000000000000000000000011000000000000000000000001010000000000000000000000000000000110000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100010010000000000000100000000000000000000110001000000001000000010000000001000000000000000000000000000000000000000000000000000001000001000001010000000000001000000001000000000000000000000001001000001000000000000000000000000010000010000001000011000010000100000010000000000000010000000000000000000100010000000000100000000001000000000000000000000000000000000100000000100010000,1,0,1,0,485.94700000000023,34,8,88.61000000000001,201.2804170037267,4.389900000000003,130.4064,0.2916666666666667,2,7,4,0.45729335341237065,1.6802607790026556,1214.67784504622,52867959.29867568,0,0,-3.766253826689624
CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,0000000000000100100000000000000001000000000000000000000000000000000000000100000010000000001000100000000000000000000010010000000010000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010100000000000010000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000010000000000000000000000000100001000000010000000000000000000000000000000010000000000000000000000101010000000000001000100000000000000000001000000000100000001000000000000000000000000010000000010000000010000000000000000000000000100000000000000000000000000000000000000000100000000000010000000000000000000000000000000000001000000000000,0,1,0,1,265.338,18,4,67.01,109.31462616369994,3.2433000000000005,73.13640000000002,0.3333333333333333,2,4,2,0.8327124144827058,2.1939902741755093,553.2461408183979,16664.71645005493,0,0,-2.8985542573264227
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O  ,0100000000000000000000000000000001000000000000000000000000000000000000000000000010000000010000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000010010000000000000010000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000011000010000000000000000000000010000100000000000000000001001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000001000001000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,1,0,239.315,17,4,72.72,101.91856136046931,1.3059999999999998,66.74510000000004,0.5384615384615384,4,4,1,0.6389509580864461,2.720205866139174,371.41759115181975,4163.247058743065,0,0,0.3245750621525208
CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C  ,0000000010000000000000000000000011001001000000000000000000000000000000000000000010000000001000000000001000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000001000000000000000000100001000000000000000100000000000000000000001000000100010000000010000000000100000001010000000000000000100010001000000000000000000101000000000000000000000000010000000001000000000000000000000010000000000010001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000010000000000000000010000000000000000000000000000000000100000000000101001000000000000000000000000000000000000000000000000100000000000000100100000100000000000000000000000000000010000000010000000101001000010000000000000000010000000000100000000000000000000000000000000000000010001000010010000000000011000010000000000000000100000000000000001000000000000000000000000000010000,0,0,0,1,482.62800000000027,36,3,72.36,212.38821699949466,4.773280000000004,142.0211999999999,0.4666666666666667,1,5,6,0.5820901201895605,1.3687472186597143,1382.1752232771853,254517120.13686597,0,0,-5.150803741148046
C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]  ,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000100000001001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000001000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000101000000000000000000000000000000000000000000000000000000000100000000010010100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000,0,0,1,0,325.1230000000001,18,5,258.64,124.92667756966294,-7.375299999999994,55.949000000000034,1.0,5,5,0,0.23857947200907073,-1.408333210916678e-07,265.60226679448715,484.0135160609893,0,0,1.2241989601942032
C1=NNC2=C1C(=O)NC=N2  ,0000000000010000000000000000000000000000000000000000000000000000000000000010000000000010001000001000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000100000000000000000000000000000000001000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,0,0,136.11399999999998,10,0,74.43,55.1111476835345,-0.35380000000000006,34.50939999999999,0.0,2,3,2,0.5192368565638922,3.0929120500200673,400.94019739120694,372.42214003537873,0,0,0.1573376547567998
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4  ,0000000000000000000000000000000011000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001100010000000000000000000000001001000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000100010000000000000000000001000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000010000000000000000000000000010000000000010000000000000000000000000101000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000001000001000000000000000000000100010000010000000001000000000000000000000000010000000010000000010000000000000000000000000000000001000000000000100000000000000000000000000000000000000000,1,0,0,0,308.772,22,1,43.07,132.66005687193478,3.5801200000000017,86.89100000000002,0.11764705882352941,0,4,4,0.6893709827759431,2.0133815691934758,880.9295253951269,194436.74800244864,0,0,-2.766917797417005
C1C2CC3CC1CC(C2)(C3)N  ,0000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000010000000000010000000000000100000000000000000000000000000000000000000000000000000000100000000010000,1,0,0,0,151.253,11,0,26.02,68.34612729382404,1.9139000000000002,45.09040000000002,1.0,1,1,4,0.5620664127719119,1.940003547175709,150.02758609770032,434.3557873412837,0,0,-0.8690272493207302
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl  ,0000000000000010000000000000000001000000000000000000000000000000100000000000000010000000000000001000000000000000000000100000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100010000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000001000000001100000000000000000001000000000001000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000,1,0,0,0,313.872,22,3,3.24,139.62552697777318,4.590400000000005,97.79000000000005,0.3,0,1,3,0.8007811645803258,1.763332159631371e-06,608.7617496026902,89136.52250761147,0,0,-3.0027992224470754
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,0001000000000100000000000000000001001000000000000000000000000000100000000000000010100000001000000000000000000000000000000000000010000000000000010101000000000000000000000000000100000000000000000000000000010000000000100000000000000100000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000010000010000000001000011000000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000010000000000000000010000000010000000000000000000000000000000000010010000000000010000000000000001000000010000000000100000000000001000000000000000000000000000000000000000000000001000000001000000000000000000000000100000001000000000000100000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000010000010000001000000000000000000000001000000000000010000,1,0,0,0,408.88200000000035,28,8,99.88,169.01225449926238,2.2663,105.57710000000003,0.4,2,7,2,0.502325910513048,2.67362513849653,803.5407141752964,1412967.2240441893,0,0,-2.0888736910195864
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C  ,0100010000000000001000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010100000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000110001000000000000000000100000000000000100000000000000000000000010000000000000000000000000010000000000000010000010000000000000000000000001010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000001000000000000000000000100010000000000000000000000000000000000000010000000000000000000000101000000000000000000000100000000000100000000000000001000000000000000000100000001100000000000000000000000000000001000000000000000000001000000000000000000000100000000000000000001000000000000000000000000000000000000000000010000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,1,0,0,0,365.4110000000001,25,4,132.95999999999998,147.9148923371173,0.023699999999999555,90.69370000000004,0.4375,4,6,3,0.5530315284690744,1.704346483706485,735.790664638169,291485.62989158236,0,0,-0.9145408456717201
CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N  ,1000000000000100000000000000000001100000000000000000000000000000000000000000000010000000001000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000001000000000000000000000100000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000011010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000001000000000000000001000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000100000000000000000000000000000000000,1,0,0,0,420.4340000000002,30,1,197.40000000000003,167.95510585075897,-3.1755999999999975,111.26020000000001,0.375,4,12,4,0.24699187151857616,1.8211915325565576e-07,1290.156656020946,4523701.4797067,0,0,-0.382181742142401
CC(CC1=CC=CC=C1)N  ,0100000000000001000000000000000001000000001000000000000000000000100000000000000110000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,1,0,135.20999999999995,10,2,26.02,61.866120159699506,1.5763,43.79540000000002,0.3333333333333333,1,1,1,0.6542162175383442,2.5872871851548136,179.17957141667623,195.6254620163014,0,0,0.02208288073952156
CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N  ,0100000000000000000000000000000011000000001000000000000000000000100000000000000110000000000000000000001000000000000001010100000010000000000000001001000000000000100000100000000100000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000001100000000000000000100101000000000000100000000000000000000000000000010000010000000000000000001000000000000010000000000000000000000000000010010000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000010000000000000000000000000000000000000010000000000000000000110000000001000100010000000000001000000000000000000000000000000001000000000000000000000000001000000010000000100000000000011000000000001000000010000000000000000000100010000001000010000010000000000000000000000100010000000000010000000000010000000000000000000000000000000000000000000000000000000100000000000010000,0,1,0,0,505.63700000000034,35,11,131.19000000000003,206.82012241368045,2.4028,133.23270000000002,0.48,3,7,3,0.3997403747719006,1.7954909911935653,1040.6316495890258,54709008.84829133,0,0,-3.7539604111457914
CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N  ,1000000000000000000000000000000001000000000100000000001000000000000000000000000010000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000010001000000000000000001000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000101000000000000000000000010010000000000000000000000000000000000000000000000000000100000000001000001000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000001000000000000000000000000010000000000000000000000000001000000000000000000000000000010010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000,0,0,1,0,293.374,22,4,78.28999999999999,130.38501715597528,2.9287600000000014,82.84400000000004,0.4117647058823529,0,5,2,0.8678513137549793,2.5477969608088307,698.0918659440513,84222.03679555748,0,0,-1.4558205217470823
COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N  ,0000100000000000000000000000000001000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000010000001000000000010000000000010000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000100000000000001000001100010000000100000000000000000000001000000000010000100000000000000001000000000000000000000000000000000000010000000000000000100000000000000010000001000000000000000000000000000000000100000000000000000000010000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000010000000000000000001000100000001000000000000000000000000000000000000000000000100000000100000000000000001001000001000000000000010000001001000000000100000001000000000000000000000000000001000000000000010000000000000000000000000000000010000010010000000000000000000000000000000000000010000000000000000000000000000000000000000001000000,0,0,1,0,459.5060000000003,34,5,110.76,196.24825339255116,2.6996,126.66040000000007,0.28,1,6,5,0.6307445123645382,1.4903937191885357,1263.7081799817347,79350127.26686567,0,0,-3.374408868265213
C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F  ,0100000000000000000000100000000001000000000000000000000000000000000000000010000010010000001000000000000000000000001000000100010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001010000000000000000010000000100000000000000010000000000000010100100000000000000000000010000000000000010000000000000000000001000000010000001000000000000000000000000000000000001000000000000000000000000001000000000000000000000000100000000000000000000000000000100000000000000000000000000000000010000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000100010000010000000000000000000000000000000001000010001000000000000000000000100101000000000000001000000000010000000000000000000000000010000000000100001000000100000010000000000000000000000000000000000000001000000000000000000000000010000000001000000000000000001100000000000000000000010000000010000000000000010000010000000000000000000000010000000000000000010000000000000000000010000,0,0,0,1,534.4320000000002,37,6,83.24000000000001,204.74834340872178,4.952100000000002,114.44540000000002,0.391304347826087,2,5,4,0.43762531180471925,1.6632945216777593,1238.5746842143205,118959626.12128504,0,0,-4.583720567554787
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl  ,0000000000100101000000000000000000001000000000000000000000000000100000000010000010000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000001000000000000010000000000000100000000000100000000000000000000000000000000000000000010000000100000000000000000000000000000000010000000001000000000000000000000000000000000000000010000000000000000000010000000000000000000000000001010000000000000000001001000100000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000010000000000000000000000000000000000000110000000000000000010000000010010000010000000000000000000000000000000000010000000000000000001000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000010000000010000000000010000010000000000000000000000000000000010000000010000000000000000000010100000000000000110000000000000100000000000000000000001000000000000,0,0,0,1,448.3940000000001,30,7,44.81,187.442327584194,4.859300000000005,123.23670000000003,0.43478260869565216,1,4,4,0.6149801508040519,1.1543969516664407,898.0121087625581,8073775.827172481,0,0,-4.623323853631265
C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0100000000000000000000000000000000000000000000000000000000000000100000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000010000,1,0,0,0,176.124,12,2,107.22000000000001,67.32052975243379,-1.4073999999999995,35.25619999999999,0.5,4,6,1,0.38500540082359835,2.7960670662634675,232.19280948873626,518.6003776349318,0,0,0.8129691139839933
